listing_id,description,Room_type
13169806,Unique Studio in Chelsea,entire home/apt
13170159,Brooklyn Brand New Studio,entire home/apt
13171703,"Park Avenue, Lux Studio Murray Hill apartment",entire home/apt
13171746,Large Sunny Bedroom with Empire State Views,private Room
13173415,"Times Square Luxury Apt, Private 1BD",private Room
13174455,Brooklyn room in a New Bldg - 20mns from Manhattan,private Room
13175725,Big Studio apt- Legal NY rental,entire home/APT
13175743,cozy apartment with a room to rent family oriented,private Room
13182531,"Sunny, spacious 2 bedroom in upper Manhattan",entire home/apt
13183047,2 bedroom Kid Friendly Cobble Hill,entire home/apt
13183672,East Village Living,entire home/apt
13183816,Charming Bushwick Brownstone.,private Room
13184355,Spacious bushwick brownstone,private Room
13186007,Renovated garden studio in New York,entire home/apt
13186395,Relaxing bushwick  brownstone,private Room
13191433,Big Private Bedroom perfect for Professionals,private Room
13192097,Fab Studio Apt Nr Barclays Centre Off Road Parking,entire home/apt
13192217,Private Sunny Cool Bushwick Bedroom,private Room
13192379,Elegant room in Northern Manhattan,private Room
13192944,"Private, cozy, Bedroom",private Room
13193534,Private bedroom in Manhattan NYC,private Room
13201181,"2BR heart of Williamsburg, luxury hipster heaven",entire home/apt
13202799,Astoria Room Fit for a Queen!,private Room
13203601,"Sunny, cosmopolitan and modern apartment.",entire home/apt
13204229,Luxury Room/ Wall St-Incredible Views,private Room
13207484,Luxury High Rise in Forte Green Brooklyn,entire home/apt
13208685,Darling Midtown Getaway byTimes Sq.,private Room
13208952,The Real Manhattan Upper East Side--Now Yours,Shared Room
13209699,Comfortable room 15 minutes to Manhattan,private Room
13213869,Beautiful one bedroom home in Washington Heights,private Room
13215481,Charming Bedroom in E. Williamsburg by Graham L,private Room
13216067,SUNNY APT Best location In Williamsburg!!!!!,entire home/APT
13216246,Comfy Greenpoint room w/ easy access to Manhattan!,private Room
13216357,"Cozy, clean, Harlem studio",entire home/apt
13217241,Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,entire home/APT
13217609,"Bright Guest Room with Balcony, Harlem",private Room
13221788,Minimalist room next to the subway (2),private Room
13222669,"Charming Garden Studio in Sunnyside, NY",entire home/APT
13225764,Large Clean and Modern Room  Near Subway Lines,private Room
13231566,Large DT Bedroom! - TriBeCa/Financial  Manhattan!,private Room
13231961,Cozy Brooklyn Nest,entire home/apt
13232690,Room & Breakfast -  Room 3,private Room
13232952,Happy and spacious corner near 7 train,private Room
13233830,Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath,entire home/apt
13234352,Amazing private Upper East loft!,entire home/apt
13236148,Garden level apartment in Bed-Stuy,entire home/apt
13237057,City room 2 min walk from train (4),private Room
13237828,Amazing Open Floor Studio Extension,entire home/apt
13238321,Home away from home,private Room
13240737,Times Square / Broadway Area - Midtown Manhattan,private Room
13244254,Luxury Studio in Harlem,entire home/apt
13245726,"Bright, spacious room in a fantastic neighborhood!",private Room
13246042,"Sunny, Private Room with Separate Entrance",private Room
13246278,3 br 80s light loft in Lower East Side / Chinatown,entire home/apt
13246804,One cozy private BR close to the mecca of shopping,private Room
13246949,Cozy Room in 4bdrm Apt in Hip Williamsburg,private Room
13248583,Spacious & cozy room in trendy SoHa !,private Room
13248968,Luxurious 1 bdr apt with balcony!,entire home/apt
13249656,renovated one bedroom in our beautiful townhouse,entire home/apt
13252064,1st Time/Solo Guests: Charming NYC Apt. Share!!!,SHARED Room
13254864,2 Bed 1 Bedroom Flex Apartment - Greenwich Village,entire home/apt
13256651,Large Comfy Couch in South Prospect Park,Shared Room
13264690,Beautiful and Comfy Private Room,private Room
13274952,Helles und modernes Zimmer/Wohnung in Bushwick,private Room
13276227,KINGLY MANHATTAN  RED ROOM WITH GYM AND AMENITIES,private Room
13276525,EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,private Room
13282840,Cozy Private room near Central Park,private Room
13287347,"Carroll Gardens Beautiful, Private, Sunny Suite",private Room
13291508,Cozy comfortable private room in Brooklyn NY,private Room
13292979,Park Slope luxury penthouse w/ private roof deck,private Room
13293325,Cozy Beautiful Room Only 20min from Manhattan NYC!,private Room
13294007,Large and Beautiful ELEVATOR 1 BR - Very Quiet,entire home/apt
13294325,"Private Bedroom in Brownstone House, Bedstuy",private Room
13294856,"NYCT02-3: Private Sunny Rm, NYU, Baruch, SOHO",private Room
13295693,Cozy private room in Homecrest Brooklyn,private Room
13296897,Beautiful Bedroom Mid Town Manhattan,private Room
13298512,"Large Bedroom in Clinton Hill/Bed-Stuy, Brooklyn!",private Room
13298526,AC room in a Huge Lux Greenpoint Loft,private Room
13299532,Cozy 2 bedroom APT in the heart of Bushwick,entire home/apt
13299818,Spacious & bright 1 BDR in Gramercy,entire home/apt
13300059,Quiet Home Base for Exploring an Exciting City!,entire home/apt
13300645,"NYCT02-2 LES Newly renovated Rm, NYU, Soho, AC",private Room
13307480,Peaches Bungalow,entire home/apt
13308110,Sunny & Spacious 1bdrm apt,entire home/apt
13309763,Large SOHO Artist Loft,entire home/apt
13310836,Between Northern Blvd. and Main Street.,private Room
13311392,420 friendly COZY BRICK EXPOSED PVT RM,private Room
13313377,"NYCT02-1 Canal St, Tribeca, Soho, LES, NYU",private Room
13315551,Charming Private Flat,entire home/apt
13315967,Authentic Industrial Loft with 35ft ceilings.,entire home/apt
13325664,"2 bed, 2 bath, roof deck artsy gem in East Village",entire home/apt
13325767,Cozy Room In Brooklyn,private Room
13326731,Cozy room with Queen bed in spacious loft.,private Room
13327345,Full size bed in Petite room with exposed brick.,private Room
13328405,NEW RENOVATION 16min from TIMES SQUARE,private Room
13330683,NYC From Astoria Queens,private Room
13332859,Spacious & Quiet Brooklyn Carriage House,entire home/apt
13333542,Beautifully Designed Island Style Garden Suite,entire home/apt
13333699,Artist Charming Modern Ft Greene Park 2 floor apt,entire home/apt
13335424,"i call it home, you'll call it home.",private Room
13337150,"Luxury Room (rm4), 5 mins from Columbia",private Room
13341955,MODERN & CONTEMPORARY STUDIO,entire home/apt
13343199,Midwood Street Limestone,entire home/apt
13346741,Great location big one bedroom on the UWS,entire home/APT
13348000,"Home*Sweet*Home
Quiet neighborhood",entire home/apt
13355002,Newly renovated apt w/parking space,entire home/apt
13358265,Full 1 Bedroom Apartment in heart of UWS,entire home/APT
13359578,Sun-filled spacious one bedroom in West Village,entire home/APT
13359647,Budget Room in large apartment (Solo Travelers+),private Room
13359798,large 1 bedroom apt with private balcony Astoria,entire home/apt
13361613,Bright Architectural Oasis w/Chef’s Kitchen #10305,entire home/apt
13361785,"Bridge View, Designer Brick & Timber Loft",entire home/apt
13371633,Charming & Spacious 1 BR; Steps to Brooklyn Museum,private Room
13371699,Beautiful Spacious Apartment near Prospect Park,entire home/apt
13372847,Studio apartment in Cobble Hill,entire home/apt
13373300,Sunny Apt in Historic Cobble Hill Brownstone,entire home/apt
13373898,Sunny Designer Gem for Families & Couples! #10304,entire home/apt
13375642,Huge sunny bedroom with private bathroom,private Room
13375898,"PERFECT LOCATION, 15 MINUTES TO MANHATTAN",private Room
13376767,Sun-drenched corner apartment in East-Williamsburg,entire home/apt
13377893,Spacious Room in Bushwick,private Room
13378177,Art-filled Mid-Century Modern Apartment,entire home/apt
13378609,Experience New York from our place. (Free parking),entire home/apt
13378820,Sunlit 3BR Urban Retreat & Parking near City &JFK,entire home/apt
13379688,Harlem Charmer,private Room
13380662,Entire Floor/1 Min from N Train/Private Entrance,entire home/apt
13384425,Beautiful townhouse near Prospect Park,entire home/apt
13386091,Modern 3bd close to everything,entire home/apt
13388210,Midtown West Private Sublet - Best Value,entire home/apt
13388649,Spacious Private Home - 20m to Manhattan,entire home/apt
13391165,"Gorgeous Room in EV, Private Patio, Open Kitchen!",private Room
13392858,A Small Kingdom in the Clouds,entire home/apt
13394558,MY ADORABLE BOWERY PLACE,entire home/apt
13394748,Cozy Spacious Double Bed #2A Near JFK & J Train,private Room
13395329,Garden Flat Next to Central Park w/ Large Terrace,private Room
13395513,Entire apartment in the heart of SOHO,entire home/apt
13396969,"1 Bedroom apartment, heart of LES",entire home/apt
13398340,Historic Townhouse Apartment with Garden Oasis,entire home/apt
13398348,Your Own Apartment corner of Bedford and Grand!,entire home/APT
13406622,CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!,entire home/apt
13407354,COZY 1BR IN MIDTOWN EAST!,entire home/apt
13407615,Lovely Apt. in Heart of Brooklyn,private Room
13408222,Remsen Village Rental II,entire home/apt
13410813,1 br apartment(3’ to train)+access to coworking,entire home/APT
13417071,Sunny 1 bd  apartment - Historic Brownstone Apt #2,entire home/apt
13417080,"Private Room, 2 beds, bath, Union Square location",private Room
13417410,Zions Destiny Home away from Home !,entire home/apt
13418942,A Touch of Modern in Cultural NYC,private Room
13422992,Gorgeous Lower East Side Walk Up & Roof,private Room
13427412,Stunning 1 Bedroom Apartment. 8 minutes to Ferry,entire home/APT
13427658,Comfortable room 15 minutes to Manhattan,private Room
13430458,Fun & Funky 2nd floor of loft.,private Room
13431664,Private Condo Room w/ Patio,private Room
13431961,Amazing Brownstone Studio @ Central Park West,entire home/apt
13433027,Holistic Health Stay New York,entire home/apt
13434959,1 Bd  10 mins to Manhattan  Steps to Prospect Park,entire home/apt
13435688,❤ of Manhattan | Fantastic 1 Bedroom,entire home/apt
13436132,Bright studio in the heart of the east village,entire home/apt
13436258,One Bedroom Apartment  in TownHouse,entire home/apt
13444818,2 beds PH balcony & rooftop close to Manhattan,entire home/apt
13446124,Cozy front room in a 2 bedroom family apt near CU,private Room
13451786,Large comfy bright bedroom near sub,private Room
13453023,"King Bed, Super Host, Near Central/Riverside Parks",private Room
13453271,"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV.",private Room
13459691,Private Bedroom in Williamsburg!,private Room
13459841,Sunny Williamsburg w Balcony - Long Term Rental,entire home/apt
13460498,Beautiful Brownstone Parlor Floor Apartment,entire home/apt
13463768,"Spacious, Affordable 1BR Apartment in Brooklyn",entire home/apt
13465546,Comfortable 2 BR in East Village/Cooper Square,entire home/apt
13466302,Very central loft-like apartment on UWS,entire home/apt
13466842,"3bd apt w/yard in Astoria, 10 mins from Manhattan.",entire home/apt
13467270,Sunnyside Modern Apartment that sleeps 4 people.,entire home/apt
13467511,Modern 1-Bedroom Duplex Apartment in New York City,entire home/apt
13468830,Brooklyn palace,entire home/apt
13474455,Blueberries & Cream - Cozy 1 Bedroom Apt. #2,entire home/apt
13475688,private entrance mini apt! part of my home,entire home/apt
13477118,Artistic Escape in Brooklyn,entire home/APT
13477342,"Historical Sugar Hill, West Harlem",private Room
13478244,Art-filled bright spacious 1 bedrm W'burg + deck,entire home/apt
13486730,Large private bedroom in West Soho/West Village,private Room
13488308,Spacious & Cosy 1BR apt in Gramercy with balcony!,entire home/apt
13489789,Roses Room - 10 mins to Williamsburg/LES/City,private Room
13490175,AMAZING VIEW ENTIRE apt 10mins to midtown,entire home/apt
13491503,"Airy, Private, Spacious + Accessible",entire home/apt
13493546,"Grand private apt with deck, one block to subway",entire home/apt
13494095,STUDIO LowerManhattan this week!,entire home/apt
13494532,"*Cozy apt Manhattan,Near Central Park !*",private Room
13495012,World Trade Center Delight,entire home/apt
13495558,Bright apartment in Soho with roof access,entire home/apt
13495754,"Peaceful, Light-filled Room - Greenpoint, BK",private Room
13496318,Amazing Park Slope Duplex plus Finished Basement.,entire home/apt
13498392,"Spacious, Bright, Private NYC",private Room
13503970,"Large, sunny, airy, spacious bdrm.",private Room
13505542,Cozy Room 1 Block from the Train,private Room
13507377,"Sunny Apartment in Park Slope, Brooklyn",entire home/apt
13511359,visit nyc and live like a local,private Room
13514115,Bushwick Artist Loft - Zen Tree House Room,private Room
13514745,Cozy BR in large quiet EV apt,private Room
13525308,Spacious Brooklyn Apt near F/G train,entire home/apt
13525760,420 friendly Beautiful rm with plenty of sunlight,private Room
13526348,Private Red Apple Brownstone Suite - Harlem NYC,entire home/apt
13526398,Modern 1 Bedroom 4FL w/Marble Bthr,entire home/apt
13528101,Perfect NYC neighborhood! 15 min. to Central Park!,private Room
13528649,Terrific Master Bedroom/Bath in Great UWS Location,private Room
13529037,Private Green Apple Brownstone Studio Harlem NYC,entire home/apt
13529652,"Enjoy whole apartment, safe, 25 min ferry to NYC",entire home/APT
13531199,Classic New York Railroad Apartment,entire home/apt
13532647,2 Bedroom Apartment in Prime Midtown West,entire home/APT
13532789,Large 1BR Wood Floors/Exposed Brick,entire home/APT
13533366,Large Room with Private Entrance Easy commute,private Room
13536155,"1 bedroom w/ Queen bed, 5 minutes from Manhattan.",private Room
13544120,MY HOME / YOUR HOME /BEAUTIFUL HUGE 1BR,entire home/apt
13548357,"Convenient & Spacious Place in Brooklyn, NYC",entire home/APT
13549391,Cozy Brooklyn Guesthouse Retreat by Localhaus,entire home/apt
13549494,"Cozy Studio, close to everything!",entire home/apt
13550120,NYC Welcomes You! Beautiful 2 BR-5 min from JFK.,entire home/APT
13550201,"Manhattan-very close to everywhere
muy cercadetodo",private Room
13554710,"Modern Oasis l -Prospect Park, Close to B/Q Subway",private Room
13558030,"Comfy Room 10min/ LGA, 30min/ JFK, 30min/ City",private Room
13559208,Central Park Loft,entire home/APT
13560118,"AMAZINGLY LOCATED ONE BEDROOM,  NEAR CENTRAL PARK",entire home/apt
13563835,Heart of Williamsburg! 10 min from Manhattan,private Room
13564134,Beautiful Spacious 3 BR Cosy Apt.,entire home/apt
13564490,Classic pre-war NYC apartment.,entire home/apt
13569664,"Affordable, Clean / Cozy place near  Subway",private Room
